text,number_sentiment
"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",2
"When i say 'we close at 6', it does not mean 'come in at 6'. Ffs people. Also RIP Polly",2
Hey u forgot me!,2
_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don`t want you doing #rrtheatre anymore.,2
That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,2
so i have like no more friends it`s kinda sad,2
_watkins Oh my gosh ian i always miss you when your on,2
Gees can this week get anymore horrible....now i cant go to spain,2
OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways,2
"Oh noes, Not Your Average Joes in Lexington is closing!  Sad",2
 don`t make me smite you! and yeah  yeah it really does. No cuties for me,2
Poor Johnny is sick   Looks like he`ll be going to the vet tomorrow,2
CRYING CUZ PEOPLE WONT FOLLOW ME!!!!!!!,2
_ no idea what that means bb,2
i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,2
squirrel! where? i hate squirrels,2
I need to relocate to the west coast.. This weather here is killin me!!!,2
The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.,2
"Gah, I`m jittery and upset for absolutely NO reason...",2
"Ok, WTF?! Why do you have something on your menu *in the window* if you don`t sell it?! I wanted my bubble tea",2
No one loves me  Brittany forgot my flowers...,2
ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,2
"_is_Rad yeah it was **** D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  **** <33",2
throat infection coming on strong I think  I can taste blood :S,2
"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!",2
missing Taylor like crazy  cant wait till he`s back,2
"But then again I think I`m the only who pays attention to this type of thing, bout to hit this bush and pretend its purple.....",2
"god, brera, why is your plot twist going to **** everything up i can feel it",2
 oh no fair.... thats in 9 hours,2
 That is annoying. What gear is it? I`ll take it off your hands,2
" Im feeling sad, not likeing my new haircut",2
My poor poor mouth,2
 I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,2
 So you`re the reason I can`t get a BoC,2
Oh..I`m so borin`.. why not play the computer?? My mom`s say: because your makin` task..!!,2
I am sooooooo bored in textiles !,2
" Unfortunately, that`s how it usually goes.  In answer to yesterday...I`m okay. Things may be looking up. Miss talking to you.",2
 noooooooooo my parrents found my stash,2
 they frown on us googling alcohol at work,2
Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,2
So bored in chem n im super hungry! Ugh,2
 nooo it was a real mushroom! but our neighbor uprooted it,2
being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,2
 I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account,2
My throat is killing me,2
being at work while sick blows! kill me. i feel like ****,2
 u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,2
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  ****!",2
 well kris is making me a sick panda,2
" I asked mum bout going out tommorow, she laughed in my face lmao",2
So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,2
really hopes her car`s illness is not terminal...,2
What a dreary day in LA. Where did all our sunshine go?,2
FML still awake  melatonin not working!,2
 i hav a bet to get a 6 pack in 35 days...im on day 3..it sux,2
Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,2
Bubbletweet hates me,2
Tried to do an Audioboo recording but it` distorted due to the high volume  #OBS,2
I am NOT in the mood for a long car drive,2
 Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X,2
"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",2
" oh no, sorry to hear abt Firefox crashing on you.",2
HollowbabesHere comes the utter shite #bgt <I completely agree,2
"Working late at night on a Dell notebook, Dell`s quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead",2
Was eating a manderin. But it`s all gone now!,2
" ate ****, I refuse to bless her cuz she already clingy",2
     my bracelet broke today too.,2
I miss my peanut gallery,2
Having a light depression. Just payed an extra bill from last years taxes... Must find a country with a tax that is lower than 56%,2
" harrump gagging for beer, noone wants to play",2
also just hanging right now?? just bored hahaha didn`t have to work again today this is different....  no hours no money lol whatev,2
_nk Wouldn`t call that cool or dangerous. Reckon it fits into the stupid category,2
Just banged my bloody foot! ow,2
"_Kill_Boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",2
Ashley= getting sick... Ugh I`m losing my voice! Nooo,2
Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,2
_pollard Never. I`m banned by Court Order,2
Was meant to go play cricket but can`t get a lift so I`m now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8,2
"_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts",2
 Psych has to be better than neuro!  Or at least in a better part of town?  I miss you,2
I wanna longboard but it`s raining ughhhhhh,2
Everyone we have another hater  ,2
its impossible to watch in full ANY flash video with my mac after 5.7,2
" Yes it`s herrrrr.  Dude, I`m gonna **** cry.",2
Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want,2
_2890 Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,2
Why do none of my thoughts make sense when I`m sober?,2
 lol i wos gona send mine in bt i was too late  ****,2
"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope `all dogs go to heaven` is true)",2
 will the presentations be available online during the meeting?  The poster discussants are going so fast I can`t write fast enough,2
 No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!,2
 can`t! need to work on overtime project at lunchtime.    Sorry!,2
so bored without a camera,2
"nervous about going out tomorrow, cos its the first time since my daughter was born, she`s 2!!! HELP",2
Weather sucks!!... It`s raining again!!,2
So wish the Carlton game was on live  stupid channel 7 lol.,2
" I`m sorry, that stinks.",2
Where art thou ? I miss you!,2
Dam only 5 votes  not gonna win anything now,2
" haha you didnt see my macbook or my 24`` imac in that pic, so feel extra jealous lolll",2
 please do  I`ll settle for cheap cider for meeting deadline. Have you seen our new blog at www.havealovelytime.com?,2
" I made room...I don`t have a bed from how much room I made and now I`m outta space for sure lol, and I know I`m pathetic",2
About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!,2
 I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,2
Son`s 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days,2
 that sigh doesn`t sound happy.,2
 I hate that Costco always costs us so much money,2
 HIII!!!!  i`ve missed you  just bored....what about u?,2
have to return my sideways. **** meds and bills.,2
 boo. i got rained out at the beach.,2
My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh,2
 i don`t know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.,2
I dont believe in my eyes or should I say on my browser? OMG OMG OMG,2
"Wal-Mart orientation...it`s work, but seriously...this sucks",2
at work booo....,2
" If a Cong govt was ruling Karnataka, Cauvery wouldn`t have found a mention  Truly, our politicians have no integrity.",2
 not good enough!,2
missing bham,2
 so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,2
emily is over tonight XD work experience is over. Jen I`m  going to miss seeing you like everyday,2
Ouuchh! I hurt my index finger!! ahhhh,2
I`m a fat and sad puffyn now,2
It`s so cold out there! I`ve just lost my wallet,2
"srsly, nobody evr reply`s 2 me.",2
" oh no! u must get 1!!!lol mum still isnt convinced, and we have 3",2
i feel less than nothin`.. lower than zero..,2
Ok getting the pink stripey one it`s the most subtle I`m a bit bored of the floral print! Ok?,2
 omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho` asses down here,2
owww i think i tore something in my leg,2
 ugh. it sounds like a busted cable box then  what time zone are you in?,2
"I`m a giver, and life rewards the takers.  We givers make takers possible, but we get no appreciation for what we do--we just get taken.",2
 hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....,2
my finger hurts cause its infected!,2
"is hungry, but can`t leave for lunch",2
 sayid could be dead.,2
_sandman_ _wounds   I miss you guys SO much  ****,2
"YM, meebo & ebuddy really hate us      ",2
looks like another sober weekend ahead...,2
Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,2
already crying and the movie only started like 15mins ago,2
I have uncontrolable hic-ups right now that hurt,2
It`s too hot to be sat in an office!  I wanna be out in the sun shineeeee.,2
crazy kids won`t nap!  I think it`s the heat... and I still have to tell them that they can`t go to Grandma`s cuz she`s sick,2
stuck in huge traffic jam,2
school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,2
Ugh..just starting another 2 hours of behind the wheel for drivers ed,2
$4 lonestar pitchers at  ?  If only I wasn`t still recovering from last weekend`s bout of irresponsible gluten consumption,2
